words	excess_joint	marginal_counts	joint_count	joint_image_ids	marginal_img_ids
('condiments', 'ketchup')	6.746522830382498	(7.0, 975.0)	2.0	['203541365', '1705886151']	(['203541365', '2354083237', '1343740740', '1215374112', '1705886151', '2055628897', '1800869132'], ['1319430449', '4081369271', '3495581963', '877981315', '13137228', '737654803', '3956631854', '1936351994', '1480822001', '2229871374'])
('conductor', 'jeep')	6.742574590991648	(3.0, 1142.0)	1.0	['2240553448']	(['2240553448', '4133319318', '820541037'], ['3720133525', '3406010956', '2645375575', '1148654758', '3002878062', '1080922368', '3023744637', '3789034777', '591059816', '2690470376'])
('lock', 'suit jacket')	6.736173638092129	(1724.0, 2.0)	1.0	['3056483999']	(['2623118882', '3206055402', '922086722', '2999305780', '3712051957', '1775535562', '2579776449', '2961766491', '3134505440', '193764537'], ['3056483999', '3323187353'])
('plumbing', 'toilet tank')	6.735593759850308	(69.0, 50.0)	1.0	['1863160268']	(['4164929632', '275727575', '1637654816', '632742690', '2551122117', '3596407865', '1633869124', '3950449964', '3568549218', '403684577'], ['1240504016', '1727759579', '1460884322', '2947145444', '1175340250', '3697124637', '1334546125', '3185650441', '1284210035', '1215766127'])
('fixtures', 'heater')	6.730389931975281	(6.0, 578.0)	1.0	['742342383']	(['3834861676', '2652446951', '242350262', '3850939956', '2684507272', '742342383'], ['2393797561', '1728380650', '2620345257', '312174386', '2631396111', '1858087313', '1995265064', '2100201520', '2370731221', '1938612530'])
('bed frame', 'footboard')	6.730229005035763	(108.0, 1381.0)	43.0	['37573936', '1141078087', '3263097616', '4160781890', '2350252368', '2205700564', '121690230', '117081663', '3238887643', '3833725601']	(['2880518054', '2736486246', '1379451398', '1624382212', '2350252368', '2864446632', '4078234370', '3712163462', '2699097808', '2408698658'], ['1975285132', '2089375550', '2456070166', '1278333759', '1736728613', '3484947534', '3833725601', '1884113137', '297259882', '2659369382'])
('road', 'kitchen')	-6.726370065532903	(130477.0, 18567.0)	1.0	[]	(['4151027969', '2809559930', '1518317070', '402080840', '3528582434', '2070247808', '2083374427', '721850676', '3139535450', '2303205923'], ['2938013392', '1517854532', '3201858657', '3252540874', '1778387552', '3872727890', '3369601194', '2762613223', '4189842160', '2116440734'])
('rider', 'jockey')	6.724512071965227	(1336.0, 423.0)	162.0	['621832290', '1194734374', '3433504606', '2830222555', '1917058058', '2721545724', '729527600', '1126515657', '957363534', '3232807640']	(['1929057184', '1026028651', '1137942478', '2230732250', '2154022856', '3497014785', '3454697274', '4129650764', '1059749078', '3310364746'], ['283709997', '854637361', '2283311039', '3687319658', '3661545011', '510457673', '2689594577', '1242054072', '475855238', '3811759228'])
('sandwiches', 'chips')	6.718138301027423	(31.0, 906.0)	8.0	['938170684', '3227002867', '589758870', '188146308', '4260819981', '687033697', '1340163705', '751312632']	(['2434428086', '4227242156', '2287381460', '2938711119', '3227002867', '3886222244', '3074470601', '2266237678', '2345334775', '4260819981'], ['3289585394', '1105816056', '1504198927', '3735169937', '3741957756', '3757489107', '130589860', '2794392403', '3746326101', '2383328053'])
('stall', 'plumbing')	6.715791132554128	(51.0, 69.0)	1.0	['3332799547']	(['3202211557', '4098950854', '4292884566', '2501751625', '1424551186', '493376015', '3679409275', '3294961258', '3557484789', '1235464588'], ['4164929632', '275727575', '1637654816', '632742690', '2551122117', '3596407865', '1633869124', '3950449964', '3568549218', '403684577'])
('tea kettle', 'tea pot')	6.712575695700153	(89.0, 238.0)	6.0	['1904620847', '789354872', '2439838082', '3239771005', '3352821916', '1193455814']	(['3038522573', '3710887691', '188386710', '2306105366', '1860731001', '3910987088', '2312508061', '3135642587', '469157862', '1335672605'], ['843501254', '1833162773', '1120185804', '3389893436', '2125540613', '1883698246', '30037900', '716226578', '3627611293', '903336400'])
('armchair', 'ceiling fan')	6.712103708151862	(4.0, 883.0)	1.0	['2264353850']	(['291561667', '2571765095', '2290868848', '2264353850'], ['1663797074', '4232248254', '3391242639', '638679729', '218482781', '131510173', '388375256', '1755786842', '1503176285', '1134163779'])
('doorknob', 'portrait')	6.711537616996071	(186.0, 19.0)	1.0	['3172066759']	(['2457914561', '812086120', '2986398713', '3133571606', '1745382177', '2347744278', '4007397130', '2648305942', '2227366510', '697697643'], ['53180472', '3259901226', '732678019', '1094267261', '2602976637', '2337207322', '1108930278', '3781892828', '3665940362', '1953371577'])
('station', 'train station')	6.709510544381984	(2045.0, 1013.0)	585.0	['504349828', '612256573', '3148700760', '3789466825', '3029582973', '2009310753', '807206667', '475596693', '1882284977', '630050256']	(['1348935525', '1766106513', '1438050386', '2405863819', '659334894', '4138011800', '3317894037', '1282037111', '1007335820', '834465442'], ['1736385297', '1421684462', '3187957001', '578434216', '1062439485', '218608837', '2800662426', '2425845016', '228969690', '1611024213'])
('shower door', 'shower')	6.708263156763464	(108.0, 2889.0)	88.0	['2688217843', '2020713152', '3223398953', '1613545866', '652953436', '2598733041', '663390538', '3290799333', '3661046395', '2393531539']	(['10902819', '1331436061', '862499501', '4149452355', '1228390130', '2598733041', '3347766669', '648386142', '13106193', '2208554250'], ['3832845091', '2176646453', '797828328', '53508620', '3194683673', '3438668863', '2065614962', '3935777193', '2289477671', '3899576002'])
('electronics', 'stereo')	6.706175673854686	(34.0, 209.0)	2.0	['3142842918', '2382924509']	(['97058494', '3329132863', '601360492', '4083004390', '568304781', '289377746', '3152403023', '2204074790', '1462116181', '604275143'], ['4262855552', '875634371', '1709545315', '4169055374', '3681543684', '2323872156', '366173971', '1933379216', '898848492', '622516088'])
('soap', 'toiletries')	6.701402395102028	(816.0, 35.0)	8.0	['2950051596', '249793767', '3061227122', '1903736621', '902779603', '1278949630', '2992407204', '2071862685']	(['1439523232', '393626229', '3494263056', '1857216244', '3077070375', '3502875409', '854630144', '3436428695', '3214062165', '1904356812'], ['1797882086', '249793767', '1278949630', '2914997910', '2071862685', '2992407204', '3809286709', '3308156306', '357679119', '3755980837'])
('blueberry', 'blueberries')	6.700107313415342	(1367.0, 455.0)	174.0	['4051787094', '3098044365', '309140714', '1410111327', '3359613474', '497454720', '3761577073', '2335367560', '3572751142', '745289621']	(['3234582792', '503718503', '3109871400', '1988321460', '1392115650', '3051602776', '421370669', '3010703557', '4137282664', '2564423226'], ['2567772201', '2345923222', '274805217', '1753526022', '496324081', '1882947931', '2159268745', '2180209278', '678914025', '2044909241'])
('muffin', 'biscuit')	6.700080517844112	(757.0, 85.0)	18.0	['498202015', '4205438273', '1148612875', '253948671', '906657696', '851505770', '2288301053', '425913038', '3913202257', '3186446642']	(['3455212320', '1843769050', '2556472470', '2842128385', '2413271793', '2377586540', '1753789520', '95717247', '1400058843', '2249880064'], ['4235024846', '2821688403', '1286352323', '3252962436', '2388249304', '3631317488', '3370465539', '2161728975', '2056546517', '1605535367'])
('ski suit', 'ski boot')	6.69553727564963	(189.0, 19.0)	1.0	['4143997249']	(['559669143', '1575092765', '4005809002', '2368780466', '1634019776', '2188730105', '3423875160', '1080228196', '3650142183', '3948390498'], ['58839657', '2950789173', '1803709692', '206160153', '2533527296', '1905072087', '3355039814', '2563882365', '1825891551', '680473365'])
('oven door', 'tea kettle')	6.6917849260310796	(81.0, 89.0)	2.0	['494352270', '1282217091']	(['2970978373', '3576177819', '579703957', '462194455', '1762923782', '3037209362', '3656439305', '1138585266', '782480284', '2939507056'], ['3038522573', '3710887691', '188386710', '2306105366', '1860731001', '3910987088', '2312508061', '3135642587', '469157862', '1335672605'])
('terminal', 'tarmac')	6.687207531762206	(44.0, 2222.0)	27.0	['978240416', '4067524329', '1492436397', '1469963490', '2788839257', '2968000112', '2812382752', '988102896', '2177914479', '408365076']	(['2936239750', '2968000112', '417641196', '3970126707', '1142479491', '1723500552', '3364159190', '2788839257', '2857602583', '1066220497'], ['1211486509', '2680723645', '2929673892', '3794596612', '1023969463', '3214743411', '665473686', '323612431', '3892779231', '2979780802'])
('officer', 'police')	6.686831201306903	(1132.0, 16.0)	5.0	['453146217', '3688192400', '2880291296', '1225047829', '3835454305']	(['983827418', '3269962866', '252503518', '3423969543', '2181155970', '3036798934', '2944739495', '2628757660', '3836206441', '463363211'], ['1225047829', '1006945277', '2191808687', '408397706', '1265762507', '1064049332', '1292333637', '963720774', '3835454305', '3688192400'])
('remotes', 'blueberries')	6.6819843092449265	(8.0, 455.0)	1.0	['3169528415']	(['2213672833', '3496843140', '2712978879', '1993720345', '2698506187', '1326104147', '3169528415', '3647763691'], ['2567772201', '2345923222', '274805217', '1753526022', '496324081', '1882947931', '2159268745', '2180209278', '678914025', '2044909241'])
('controls', 'monitors')	6.674866841476063	(156.0, 47.0)	2.0	['1973733235', '2036557341']	(['3630335884', '1973733235', '3710627330', '187839239', '2651803631', '3099055305', '36711242', '2382924509', '3605501873', '3159567458'], ['2930654645', '717301124', '1714301759', '111925543', '2668441534', '73913096', '2036557341', '3224678170', '2404340142', '1973733235'])
('roman numeral', 'numeral')	6.672414858228776	(1050.0, 371.0)	106.0	['1741519883', '998386580', '3790987687', '771761301', '4080748185', '2131702243', '1921751181', '4071741456', '4112617890', '4135446332']	(['3411566622', '1850570489', '3709056285', '498706647', '1928382448', '2474777670', '2012462869', '1909982743', '582097280', '3335572554'], ['4294520142', '407929674', '3779349488', '2386486708', '404819364', '1577423949', '231525762', '3837540387', '4089042773', '4119147970'])
('tissues', 'toiletries')	6.672414858228776	(105.0, 35.0)	1.0	['1765472385']	(['3653779606', '64754947', '3801612041', '231992245', '1081864040', '2056331468', '2226988887', '3732184727', '2121491515', '3956437163'], ['1797882086', '249793767', '1278949630', '2914997910', '2071862685', '2992407204', '3809286709', '3308156306', '357679119', '3755980837'])
('coffee maker', 'coffee pot')	6.668883685199228	(1408.0, 461.0)	176.0	['182348934', '4059103402', '1119948501', '3087991583', '1542392377', '4201692693', '3590816986', '4226751641', '1061053650', '3197722669']	(['3660948901', '2872216073', '694564355', '1951697488', '191646723', '668223549', '1581094542', '459623550', '3043076553', '2394629174'], ['3719162453', '800322672', '1508195907', '9677494', '2279678868', '4147974514', '1300337897', '503582754', '85048114', '1999795404'])
("pitcher's mound", 'umpire')	6.66834153284114	(20.0, 1107.0)	6.0	['2178896350', '857657701', '1142951665', '812560375', '2673302998', '248652871']	(['857657701', '735386062', '2457905228', '787513702', '2673302998', '1619351202', '2206676890', '625907143', '2178896350', '2665236046'], ['3238375424', '982932633', '228119391', '48109939', '40942978', '3758927912', '2899747844', '3602031082', '396444050', '2878842714'])
('beef', 'prongs')	6.665635171243397	(20.0, 185.0)	1.0	['1205870127']	(['3287900640', '2895325532', '999350205', '669500596', '4222078545', '2448791264', '4105072649', '3703884186', '2048360321', '3052656777'], ['3052863347', '956907143', '147414229', '2594324316', '1638141249', '1968018694', '622341977', '3637927688', '4071881548', '1137650639'])
('passenger', 'trolley')	6.6490172600147375	(12.0, 627.0)	2.0	['2762527952', '2655512127']	(['1145614139', '4110763447', '2655512127', '761137027', '2762527952', '1060061943', '1678891459', '3409934832', '2448277822', '1438444764'], ['3031323255', '193274182', '1131099425', '980220609', '879760682', '586322836', '835421003', '1951175269', '3424907934', '2212275366'])
('baseball player', 'home plate')	6.646892989433656	(20.0, 377.0)	2.0	['3854969363', '3989648691']	(['906068477', '1075699709', '2992349936', '2186096456', '2665236046', '3989648691', '3194954581', '1351451869', '1832858508', '3948858872'], ['3544121888', '4186974180', '3958759789', '3259600275', '3465256723', '2337771617', '429548231', '2148998636', '228964003', '503625886'])
('tennis net', 'match')	6.6463626261223645	(82.0, 184.0)	4.0	['1683696454', '1043578746', '4159076659', '3174199675']	(['3797694277', '2725996093', '1476827554', '3186451944', '3507744583', '1917188417', '3899404404', '339398440', '2211400966', '3267999670'], ['196366285', '1048908136', '1562939228', '601480046', '688676288', '1518842446', '2577055170', '3866770349', '1341988', '999113434'])
('basin', 'shrub')	6.641074406500801	(16.0, 237.0)	1.0	['2259985646']	(['991159082', '3430780646', '2259985646', '2726490241', '3101423970', '2510666003', '1223422321', '4127127959', '2776587147', '4107202408'], ['880146725', '2332327176', '2302038202', '4027246156', '276205253', '3633690161', '1485938461', '743829021', '1540093828', '3585553929'])
('handlebar', 'ski pants')	6.640810728186814	(3793.0, 1.0)	1.0	['1702674342']	(['3319858343', '3046467475', '2629156921', '3587878965', '2176702651', '2105001982', '103665010', '99601032', '1770872307', '1358977110'], ['1702674342'])
('face mask', 'shin guards')	6.639625035405785	(31.0, 245.0)	2.0	['3867934885', '2536061273']	(['1172876946', '3465532614', '3695988070', '2810946168', '399722934', '1510265588', '4178037279', '3565391293', '1628136788', '1292708682'], ['3702483534', '3053322343', '3419311933', '692937074', '2342593808', '118759887', '2593288182', '95585167', '1964958967', '239830460'])
('pickles', 'tomato slice')	6.637126513493215	(81.0, 47.0)	1.0	['1584931342']	(['3493738761', '1011294457', '338603126', '120984809', '1390048172', '2381270135', '3322788917', '3835048698', '1504723345', '2610284884'], ['2895699180', '1025462710', '496498553', '1753648161', '2662866207', '1065051084', '1973831094', '3938188639', '1454206186', '866146425'])
('tennis net', 'tennis player')	6.635551710018149	(82.0, 93.0)	2.0	['3504953386', '3267999670']	(['3797694277', '2725996093', '1476827554', '3186451944', '3507744583', '1917188417', '3899404404', '339398440', '2211400966', '3267999670'], ['1491241107', '393653035', '331948146', '3940277850', '1038961614', '2406275404', '3444066467', '2450378005', '3502595808', '1367868765'])
('soda can', 'toothpaste')	6.634503217130483	(22.0, 347.0)	2.0	['1964362385', '473773254']	(['2349910774', '2831151557', '1244567023', '2621566790', '2278894946', '1892883216', '4085747638', '511356307', '3929054033', '3824164604'], ['3829057322', '952205313', '3846362915', '1949312691', '1745450087', '1173422730', '1210851095', '4271421976', '2628018009', '1236173886'])
('fencing', 'barricade')	6.625894842593883	(50.0, 154.0)	2.0	['2492764955', '2818339362']	(['1693003367', '3314189682', '2587368770', '462634090', '501804107', '1813565769', '2818339362', '1330502077', '3765579330', '3154501808'], ['3085251826', '1321879042', '568409999', '2139062549', '863819565', '3810320930', '3625990228', '2383630701', '2574889481', '1505714653'])
('lips', 'player')	-6.62525792644457	(25594.0, 85551.0)	1.0	[]	(['1323665232', '3985169695', '1010062394', '3230436418', '2223249278', '735401101', '3101521625', '529769612', '3350650040', '819267634'], ['1083910851', '534862742', '1629725861', '4059903000', '871748493', '232722148', '3037053724', '187564209', '4172003809', '3050184102'])
('salt shaker', 'shaker')	6.621295048276535	(573.0, 621.0)	92.0	['2413029229', '3991267296', '1237167031', '3030519934', '1935640652', '2827288730', '7293559', '1350677048', '3518868209', '2908846281']	(['2655187165', '1087851595', '1172525938', '1302434888', '4273920181', '3152418757', '1007081487', '2575096954', '1294388052', '3074235827'], ['2731687555', '2732269909', '2597963914', '2326635597', '2526571130', '2029772772', '1862696498', '2336972350', '68345847', '4061359711'])
('traffic signal', 'signal')	6.6209719151752	(53.0, 219.0)	3.0	['3015018760', '2160289134', '4172664043']	(['1623886105', '3442048203', '196649520', '3859241559', '1536591834', '1485333522', '4233815619', '2289819673', '2160289134', '539231960'], ['3418849538', '2811440756', '3207721772', '3615948278', '1549521649', '3104240258', '2391254986', '2561045482', '3828949817', '3114214864'])
('roll', 'paper towel')	6.616227437191746	(341.0, 57.0)	5.0	['541893479', '1162198078', '1613862253', '3794934396', '1728054644']	(['3135288645', '2611925459', '133422343', '2882313771', '2948410722', '1907003644', '1723585311', '499585230', '3226905621', '3322813206'], ['2205925052', '4106013815', '427364626', '2486629743', '1441383878', '2530471159', '2007151705', '3036951289', '2406892771', '3913555172'])
('ketchup', 'meal')	6.612991437757975	(975.0, 4.0)	1.0	['2809818674']	(['1319430449', '4081369271', '3495581963', '877981315', '13137228', '737654803', '3956631854', '1936351994', '1480822001', '2229871374'], ['2724899804', '3248329941', '2809818674', '413928398'])
('tissue', 'paper towel')	6.604565497443903	(138.0, 57.0)	2.0	['427364626', '1130145832']	(['3384258400', '2427184082', '154557654', '823806191', '3520772199', '3038481916', '851619358', '2713540538', '1776564923', '3395774322'], ['2205925052', '4106013815', '427364626', '2486629743', '1441383878', '2530471159', '2007151705', '3036951289', '2406892771', '3913555172'])
('remote', 'computer screen')	6.603041106904807	(3939.0, 1.0)	1.0	['1807853833']	(['416714398', '2623036079', '3317949649', '167027611', '3883181715', '920435481', '3866713285', '3246153180', '3492355078', '2530949832'], ['1807853833'])
('pizzas', 'pepperoni')	6.5960418794442015	(20.0, 595.0)	3.0	['1636422175', '3269142528', '3655361432']	(['519745773', '2537670760', '3655361432', '796760986', '1876463705', '3269142528', '826538083', '30938294', '1697553134', '1636422175'], ['1345245640', '2321222309', '3197835041', '3138135320', '3745583107', '1517267235', '352033032', '1787185041', '4192692249', '971674505'])
('chicken', 'veggie')	6.594698244710649	(3972.0, 1.0)	1.0	['122424453']	(['3701610838', '3271356146', '4073918015', '1813301086', '2294920053', '1096316524', '2316191602', '1480792473', '222726907', '2339017909'], ['122424453'])
('surface', 'player')	-6.59249284869845	(24769.0, 85551.0)	1.0	[]	(['2653929362', '1270908704', '1652777995', '2596584610', '3997536691', '170921984', '2650895916', '4158217047', '3617038711', '2456214202'], ['1083910851', '534862742', '1629725861', '4059903000', '871748493', '232722148', '3037053724', '187564209', '4172003809', '3050184102'])
('mushroom', 'veggie')	6.590176759991803	(3990.0, 1.0)	1.0	['122424453']	(['4220254322', '1961870247', '1798456188', '3545215077', '2173675441', '3838308974', '2612450978', '530156974', '2708798142', '1067883208'], ['122424453'])
('biscuit', 'tomato slice')	6.588924411675338	(85.0, 47.0)	1.0	['1136549157']	(['4235024846', '2821688403', '1286352323', '3252962436', '2388249304', '3631317488', '3370465539', '2161728975', '2056546517', '1605535367'], ['2895699180', '1025462710', '496498553', '1753648161', '2662866207', '1065051084', '1973831094', '3938188639', '1454206186', '866146425'])
('olives', 'blueberry')	6.583790553681486	(188.0, 1367.0)	64.0	['3948663116', '4076889229', '1512172603', '2444121762', '2856207348', '1647563396', '2940341947', '3464578134', '1432023160', '1397649021']	(['686338252', '2080948548', '3213300609', '1962411652', '767346344', '1974835977', '60989169', '1759060117', '205795083', '4164379626'], ['3234582792', '503718503', '3109871400', '1988321460', '1392115650', '3051602776', '421370669', '3010703557', '4137282664', '2564423226'])
('lunch', 'plastic')	6.5802016149349845	(2.0, 2015.0)	1.0	['1741490091']	(['1752771058', '1741490091'], ['2251273648', '1834055037', '3190291660', '1233113343', '2467614180', '2070698136', '362790303', '1158601069', '2111841391', '3067611891'])
('lunch', 'salad')	6.577475804797239	(2.0, 4041.0)	2.0	['1752771058', '1741490091']	(['1752771058', '1741490091'], ['2744980732', '3503718867', '920914530', '1467567185', '2281155181', '1099178832', '2120333141', '996210632', '2001187145', '754675696'])
('concrete', 'motorcyclist')	6.569342673088961	(1358.0, 3.0)	1.0	['3577717146']	(['3924641220', '3038475847', '3084932883', '874522998', '3363526129', '784941034', '3728187174', '378409752', '3118049912', '516903479'], ['713405315', '247686956', '3577717146'])
('stuffed animal', 'teddy bears')	6.567380926505923	(2041.0, 2.0)	1.0	['2755496933']	(['3757630735', '1167207809', '990941500', '1861400867', '3546196583', '2336870764', '2748299999', '1264125098', '2086042146', '325919526'], ['4161701359', '2755496933'])
('area rug', 'living room')	6.563468941076867	(3.0, 1366.0)	1.0	['1569783228']	(['3792867682', '1569783228', '2256998032'], ['404078766', '3574895903', '368966429', '1268651916', '963263540', '2150299305', '3127112785', '3781798364', '2099893584', '3189278720'])
('end table', 'beam')	6.559086172921773	(1.0, 4116.0)	1.0	['3613139900']	(['3613139900'], ['3784553448', '520764683', '3134626583', '2794078842', '461534914', '3438483728', '2034298511', '3127587671', '1749405170', '1107471728'])
('pans', 'chef')	6.556728825924264	(190.0, 152.0)	7.0	['4116560658', '1053626858', '3232643233', '2610528778', '1819575503', '3559835076', '620153779']	(['1021302048', '3887750957', '4108019833', '4253255240', '2732627696', '1415993829', '4281641107', '164816334', '134030818', '4230618054'], ['1593953202', '553001042', '1353779710', '572467133', '1450628538', '426856896', '840976655', '3232643233', '3087079830', '1819575503'])
('baseball player', 'dugout')	6.555085440180534	(20.0, 1653.0)	8.0	['3143846986', '906068477', '3854969363', '2665236046', '3192117599', '422160531', '3194954581', '3989648691']	(['906068477', '1075699709', '2992349936', '2186096456', '2665236046', '3989648691', '3194954581', '1351451869', '1832858508', '3948858872'], ['3449298222', '1453799189', '2546680664', '1274049118', '992369394', '4197061850', '3293102688', '2434414653', '1550404604', '1489864173'])
('terminal', 'airport')	6.554238853687448	(44.0, 2726.0)	29.0	['337351955', '473762027', '3630635236', '1041699493', '1492436397', '2788839257', '2177914479', '1066220497', '488969249', '2959915690']	(['2936239750', '2968000112', '417641196', '3970126707', '1142479491', '1723500552', '3364159190', '2788839257', '2857602583', '1066220497'], ['2324331746', '2943999046', '3593724596', '363354516', '2288749110', '3282002145', '2859191701', '1341600511', '701834297', '2432331885'])
('baseball game', 'home plate')	6.551582809629331	(11.0, 377.0)	1.0	['1638092902']	(['3667990770', '910127606', '1971059300', '2155437745', '1760995205', '1638092902', '2663968858', '2175007974', '3469005685', '3699758505'], ['3544121888', '4186974180', '3958759789', '3259600275', '3465256723', '2337771617', '429548231', '2148998636', '228964003', '503625886'])
('face mask', 'kneepad')	6.5498962654396555	(31.0, 134.0)	1.0	['2953411975']	(['1172876946', '3465532614', '3695988070', '2810946168', '399722934', '1510265588', '4178037279', '3565391293', '1628136788', '1292708682'], ['4022274698', '1318526290', '3283787130', '4007314371', '2814669880', '3154695725', '3981467300', '1634549447', '4263184486', '675554664'])
('burger', 'veggies')	6.54533278928416	(321.0, 13.0)	1.0	['1452996285']	(['2623558577', '3618908415', '1181334637', '669879933', '2915614572', '1235419327', '1884673446', '44756579', '3281258992', '2447562371'], ['1365606168', '2944107967', '271849228', '811756297', '222639604', '3538863422', '1452996285', '2096545218', '4048464935', '3825963861'])
('pans', 'soda can')	6.543656744356911	(190.0, 22.0)	1.0	['780925502']	(['1021302048', '3887750957', '4108019833', '4253255240', '2732627696', '1415993829', '4281641107', '164816334', '134030818', '4230618054'], ['2349910774', '2831151557', '1244567023', '2621566790', '2278894946', '1892883216', '4085747638', '511356307', '3929054033', '3824164604'])
('brim', 'cowboy hat')	6.543465375109365	(536.0, 117.0)	15.0	['62528398', '869641345', '2655833214', '1886866215', '3244372722', '2277144769', '1587991538', '1458236331', '3282934839', '234184945']	(['1153870103', '3232651827', '4248762869', '2273017714', '3863714160', '1402256774', '3245879067', '326801777', '3952115802', '1930224023'], ['3783878701', '4243351705', '623224517', '3549027747', '1675518484', '696792476', '62528398', '1444659775', '3400836541', '3254192712'])
('strawberry', 'adult')	6.542461286952137	(4185.0, 1.0)	1.0	['4120505178']	(['3995932344', '677895299', '1231636667', '902984527', '1964106402', '1590183801', '2584060094', '3948663116', '319263869', '3332999697'], ['4120505178'])
('vegetable', 'brocolli')	6.540670776178349	(2795.0, 3.0)	2.0	['1727973943', '3545081380']	(['868128607', '3304332829', '2880437204', '4158356670', '1286733101', '1755216369', '32190852', '1697581691', '2958897232', '3636300558'], ['1727973943', '4109064841', '3545081380'])
('ivy', 'vines')	6.538905787281951	(1233.0, 109.0)	32.0	['2083265717', '1298693283', '1102820868', '2712246516', '3044270868', '2000106626', '2133196113', '2029881102', '1899544958', '482330586']	(['3566604959', '3624645242', '641281208', '4126883542', '1421623328', '1098587576', '3605045126', '493850021', '2035784897', '2067252836'], ['2852045192', '2885020071', '1955054137', '1236126733', '1580207370', '4282196627', '4009500318', '3178952924', '948896687', '3343517389'])
('fixtures', 'coffee maker')	6.533185444489615	(6.0, 1408.0)	2.0	['3834861676', '242350262']	(['3834861676', '2652446951', '242350262', '3850939956', '2684507272', '742342383'], ['3660948901', '2872216073', '694564355', '1951697488', '191646723', '668223549', '1581094542', '459623550', '3043076553', '2394629174'])
('pipes', 'plumbing')	6.5326529158536175	(490.0, 69.0)	8.0	['1642552599', '2569370977', '2102279134', '3156554537', '752586532', '632742690', '1698127500', '1944265468']	(['1716437722', '684382981', '3641972620', '1911798016', '3632870807', '2577308794', '3068683142', '520507347', '3267082294', '1026983117'], ['4164929632', '275727575', '1637654816', '632742690', '2551122117', '3596407865', '1633869124', '3950449964', '3568549218', '403684577'])
('mango', 'melon')	6.532238922885584	(84.0, 151.0)	3.0	['1180613465', '953678941', '2084844074']	(['271214440', '2568328657', '2849008617', '603037343', '190614624', '1194894163', '2669168639', '4074186430', '1463871513', '2140903385'], ['1322460058', '834500282', '3841412820', '3320172452', '698722727', '1307214321', '223278522', '3675086483', '2575296669', '3124879933'])
('parachute', 'parasail')	6.5317659978353895	(270.0, 141.0)	9.0	['1051160985', '2225314442', '2093792998', '3236712524', '3952525916', '3779498737', '2848471686', '3678862019', '3113781949']	(['1634808925', '2184522785', '4066450125', '4011784993', '1419664799', '3752813846', '2365017674', '3930591495', '2268965108', '2524730523'], ['1540505879', '3910310252', '4282107907', '3984030491', '1854102854', '1207878463', '864662437', '3598294720', '2212764827', '2282700755'])
('basin', 'display case')	6.518147567125075	(16.0, 268.0)	1.0	['1223422321']	(['991159082', '3430780646', '2259985646', '2726490241', '3101423970', '2510666003', '1223422321', '4127127959', '2776587147', '4107202408'], ['16568437', '3624344148', '3624490377', '46607465', '2034670985', '918816938', '3408943649', '2044634820', '417732674', '1477554003'])
('pasta', 'banana slice')	6.5145076596061084	(789.0, 60.0)	11.0	['3074923587', '990527740', '2837402782', '3933425874', '1753706871', '1491983563', '4015027350', '992621430', '4285521123', '3530014254']	(['1092692691', '210727032', '1769186315', '3983702737', '2078581999', '3658515849', '798457491', '3652722935', '2502186753', '3870736108'], ['3933425874', '3101617067', '2136203643', '2508613928', '2325097609', '3024397248', '3207057765', '992621430', '2847282221', '800097359'])
('cattle', 'herd')	6.510064650446703	(214.0, 202.0)	10.0	['3562265249', '310735297', '210051065', '3064978476', '3148519479', '655542575', '917513560', '3079495033', '110255597', '1114735667']	(['3536992480', '461410625', '2862468093', '1780085124', '1457000388', '3920786880', '444665440', '3141020681', '1365621810', '189380700'], ['2042794236', '3562265249', '675591207', '3750865526', '1950000972', '2481553618', '3561094091', '1101334627', '3867182479', '1416812482'])
('bridle', 'reigns')	6.5067200944260914	(2038.0, 83.0)	39.0	['453954670', '430530064', '1061708918', '3543337025', '2645288850', '3748533980', '2796317786', '1297696771', '3998180489', '3023261755']	(['4290563479', '62494659', '2482659096', '3422397996', '1694067402', '1594324730', '596300762', '4086789437', '1290637212', '1482823533'], ['2194384267', '2796317786', '3378199219', '3748533980', '2244449230', '2798408632', '1826338835', '4118028801', '2643200285', '3903767955'])
('bookcase', 'book shelf')	6.505632919437476	(2839.0, 104.0)	68.0	['2457891689', '804141082', '1676231406', '1039015475', '1466922089', '1050636538', '1597866435', '2005000914', '3101537489', '3528251157']	(['3983370915', '2814320460', '318821705', '955350953', '4281816043', '2230507595', '3167119489', '1108148876', '1674351026', '2667929180'], ['72688219', '1095736707', '2481980911', '419369009', '1749939342', '1941391241', '1050636538', '2402948564', '2575285758', '1684148422'])
('condiments', 'shaker')	6.504482038886921	(7.0, 621.0)	1.0	['2354083237']	(['203541365', '2354083237', '1343740740', '1215374112', '1705886151', '2055628897', '1800869132'], ['2731687555', '2732269909', '2597963914', '2326635597', '2526571130', '2029772772', '1862696498', '2336972350', '68345847', '4061359711'])
('pillows', 'player')	-6.504295268978814	(22678.0, 85551.0)	1.0	[]	(['210509234', '2247551247', '1576640674', '2441063134', '3934517738', '2931733558', '908098133', '1289969941', '1107461345', '2549509199'], ['1083910851', '534862742', '1629725861', '4059903000', '871748493', '232722148', '3037053724', '187564209', '4172003809', '3050184102'])
